category,name,url,price,image,color,screen,rear camera,front camera,operating system - cpu,memory - storage,connection,battery info - charging
iphone,iphone x 256gb cũ,https://didongviet.vn/iphone-x-256gb-like-new,8990000,https://didongviet.vn/pub/media/catalog/product//i/p/iphone-x-256gb-cu-den-didongviet_1_10.jpg,"màu xám, màu bạc","công nghệ màn hình: oled, độ phân giải: 1125 x 2436 pixels, màn hình rộng: 5.8 inches","độ phân giải: dual: 12 mp (f/1.8, 28mm) + 12 mp (f/2.4, 52mm), ois, phase detection autofocus, 2x optical zoom, quad-led dual-tone flash,, quay phim: 2160p@24/30/60fps, 1080p@30/60/120/240fps, đèn flash: có",độ phân giải: 7 mp,"hệ điều hành: ios 11.1.1, chipset (hãng sx cpu): apple a11 bionic, tốc độ cpu: hexa-core 2.39 ghz (2x monsoon + 4x mistral)","ram: 3 gb, bộ nhớ trong: 256 gb","wifi: wi-fi 802.11 a/b/g/n/ac, dual-band, hotspot, gps: yes, with a-gps, glonass, galileo, qzss, bluetooth: 5.0, a2dp, le",dung lượng pin: 2716 mah
iphone,iphone xr 64gb cũ,https://didongviet.vn/iphone-xr-64gb-like-new,8790000,https://didongviet.vn/pub/media/catalog/product//x/r/xr-min.jpg,"màu trắng, màu đen, màu đỏ, màu vàng, xanh dương, màu cam","công nghệ màn hình: ips lcd, độ phân giải: 828 x 1792 pixels, màn hình rộng: 6.1 inches","độ phân giải: 12 mp, f/1.8, 28mm, 1.4µm, ois, pdaf, quay phim: 2160p@24/30/60fps, 1080p@30/60/120/240fps, hdr, stereo sound rec.","độ phân giải: 7 mp, f/2.2","hệ điều hành: ios 12, chipset (hãng sx cpu): apple a12 bionic, tốc độ cpu: hexa-core","ram: 3 gb, bộ nhớ trong: 64 gb",nan,nan
iphone,iphone xr 64gb chính hãng (vn/a) (hộp mới),https://didongviet.vn/iphone-xr-64gb-vn-a,12390000,https://didongviet.vn/pub/media/catalog/product//i/p/iphone-xr-64gb-vn-a.jpg,"màu cam, màu xanh, màu trắng, màu đen, màu đỏ, màu vàng","công nghệ màn hình: ips lcd, độ phân giải: 828 x 1792 pixels, màn hình rộng: 6.1 inches","độ phân giải: 12 mp, f/1.8, 28mm, 1.4µm, ois, pdaf, quay phim: 2160p@24/30/60fps, 1080p@30/60/120/240fps, hdr, stereo sound rec.","độ phân giải: 7 mp, f/2.2","hệ điều hành: ios 12, chipset (hãng sx cpu): apple a12 bionic, tốc độ cpu: hexa-core",ram: 3 gb,nan,dung lượng pin: 2942 mah
iphone,iphone xs 64gb cũ,https://didongviet.vn/iphone-xs-64gb-like-new,8990000,https://didongviet.vn/pub/media/catalog/product//5/7/5758686-min_1.jpg,"màu xám, màu bạc, gold","công nghệ màn hình: super amoled, độ phân giải: 1125 x 2436 pixels, màn hình rộng: 5.8 inches","độ phân giải: 12 mp, f/1.8, 28mm, 1.4µm, ois, pdaf và 12 mp, f/2.4, 52mm, 1.0µm, ois, pdaf, 2x optical zoom, quay phim: 2160p@24/30/60fps, 1080p@30/60/120/240fps, hdr, stereo sound rec., đèn flash: 4 đèn led (2 tông màu), chụp ảnh nâng cao: điều chỉnh khẩu độ, a.i camera, chế độ chụp ban đêm (ánh sáng yếu), chế độ slow motion, chụp ảnh xóa phông, zoom quang học, tự động lấy nét, chạm lấy nét, nhận diện khuôn mặt, hdr, panorama, chống rung quang học (ois)","độ phân giải: 7 mp, f/2.2, videocall: có, thông tin khác: nhận diện khuôn mặt, quay video full hd, selfie ngược sáng hdr","hệ điều hành: ios 12, chipset (hãng sx cpu): apple a12 bionic, tốc độ cpu: hexa-core, chip đồ họa (gpu): apple gpu 4 nhân","ram: 4 gb, bộ nhớ trong: 64 gb","mạng di động: hỗ trợ 4g, wifi: wi-fi 802.11 a/b/g/n/ac, dual-band, hotspot, gps: a-gps, glonass, galileo, qzss, bluetooth: 5.0, a2dp, le, cổng kết nối/sạc: lightning, kết nối khác: nfc, otg","dung lượng pin: 2658 mah, loại pin: pin chuẩn li-ion, công nghệ pin: tiết kiệm pin, sạc pin nhanh, sạc pin không dây"
iphone,iphone xs 256gb cũ,https://didongviet.vn/iphone-xs-256gb-like-new,10390000,https://didongviet.vn/pub/media/catalog/product//i/p/iphone-xs-max_8.jpg,"màu xám, vàng (gold), màu bạc","công nghệ màn hình: super amoled, độ phân giải: 1125 x 2436 pixels, màn hình rộng: 5.8 inches","độ phân giải: 12 mp, f/1.8, 28mm, 1.4µm, ois, pdaf và 12 mp, f/2.4, 52mm, 1.0µm, ois, pdaf, 2x optical zoom, quay phim: 2160p@24/30/60fps, 1080p@30/60/120/240fps, hdr, stereo sound rec., đèn flash: 4 đèn led (2 tông màu), chụp ảnh nâng cao: điều chỉnh khẩu độ, a.i camera, chế độ chụp ban đêm (ánh sáng yếu), chế độ slow motion, chụp ảnh xóa phông, zoom quang học, tự động lấy nét, chạm lấy nét, nhận diện khuôn mặt, hdr, panorama, chống rung quang học (ois)","độ phân giải: 7 mp, f/2.2, videocall: có, thông tin khác: nhận diện khuôn mặt, quay video full hd, selfie ngược sáng hdr","hệ điều hành: ios 12, chipset (hãng sx cpu): apple a12 bionic, tốc độ cpu: hexa-core, chip đồ họa (gpu): apple gpu 4 nhân","ram: 4 gb, bộ nhớ trong: 256 gb","mạng di động: hỗ trợ 4g, wifi: wi-fi 802.11 a/b/g/n/ac, dual-band, hotspot, gps: a-gps, glonass, galileo, qzss, bluetooth: 5.0, a2dp, le, cổng kết nối/sạc: lightning, kết nối khác: nfc, otg","dung lượng pin: 2658 mah, loại pin: pin chuẩn li-ion, công nghệ pin: tiết kiệm pin, sạc pin nhanh, sạc pin không dây"
iphone,iphone xs max 64gb cũ,https://didongviet.vn/iphone-xs-max-64gb-like-new,12190000,https://didongviet.vn/pub/media/catalog/product//i/p/iphone-xs-max-64gb-like-new_2.jpg,"màu đen, màu bạc, gold","công nghệ màn hình: oled, độ phân giải: 1242 x 2688 pixels, màn hình rộng: 6.5 inches","độ phân giải: 12 mp, f/1.8, 28mm, 1.4µm, ois, pdaf và 12 mp, f/2.4, 52mm, 1.0µm, ois, pdaf, 2x optical zoom, quay phim: 2160p@24/30/60fps, 1080p@30/60/120/240fps, hdr, stereo sound rec., đèn flash: 4 đèn led (2 tông màu), chụp ảnh nâng cao: điều chỉnh khẩu độ, a.i camera, chế độ chụp ban đêm (ánh sáng yếu), chế độ slow motion, chụp ảnh xóa phông, zoom quang học, tự động lấy nét, chạm lấy nét, nhận diện khuôn mặt, hdr, panorama, chống rung quang học (ois)","độ phân giải: 7 mp, f/2.2, videocall: có, thông tin khác: nhận diện khuôn mặt, quay video full hd, selfie ngược sáng hdr","hệ điều hành: ios 12, chipset (hãng sx cpu): apple a12 bionic, tốc độ cpu: 2 nhân 2.5 ghz vortex & 4 nhân 1.6 ghz tempest, chip đồ họa (gpu): apple gpu 4 nhân","ram: 4 gb, bộ nhớ trong: 64 gb, bộ nhớ còn lại (khả dụng): khoảng 57 gb, thẻ nhớ ngoài: không","mạng di động: hỗ trợ 4g, sim: nano sim & esim, wifi: wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi hotspot, gps: a-gps, glonass, bluetooth: le, a2dp, v5.0, cổng kết nối/sạc: lightning, kết nối khác: nfc, otg","dung lượng pin: 3174 mah, loại pin: pin chuẩn li-ion, công nghệ pin: tiết kiệm pin, sạc pin nhanh, sạc pin không dây"
iphone,iphone xs max 256gb cũ,https://didongviet.vn/iphone-xs-max-256gb-like-new,13390000,https://didongviet.vn/pub/media/catalog/product//i/p/iphone-xs-max-didongviet_15.jpg,"màu xám, màu bạc, gold","công nghệ màn hình: super amoled, độ phân giải: 1242 x 2688 pixels, màn hình rộng: 6.5 inches","độ phân giải: 12 mp, f/1.8, 28mm, 1.4µm, ois, pdaf và 12 mp, f/2.4, 52mm, 1.0µm, ois, pdaf, 2x optical zoom, quay phim: 2160p@24/30/60fps, 1080p@30/60/120/240fps, hdr, stereo sound rec., đèn flash: 4 đèn led (2 tông màu), chụp ảnh nâng cao: điều chỉnh khẩu độ, a.i camera, chế độ chụp ban đêm (ánh sáng yếu), chế độ slow motion, chụp ảnh xóa phông, zoom quang học, tự động lấy nét, chạm lấy nét, nhận diện khuôn mặt, hdr, panorama, chống rung quang học (ois)","độ phân giải: 7 mp, f/2.2, videocall: có, thông tin khác: nhận diện khuôn mặt, quay video full hd, selfie ngược sáng hdr","hệ điều hành: ios 12, chipset (hãng sx cpu): apple a12 bionic, tốc độ cpu: hexa-core, chip đồ họa (gpu): apple gpu 4 nhân","ram: 4 gb, bộ nhớ trong: 256 gb","mạng di động: hỗ trợ 4g, wifi: wi-fi 802.11 b/g/n, wi-fi direct, wi-fi hotspot, gps: a-gps, glonass, bluetooth: le, a2dp, v5.0, cổng kết nối/sạc: lightning, jack tai nghe: lightning, kết nối khác: nfc, otg","dung lượng pin: 3174 mah, loại pin: pin chuẩn li-ion, công nghệ pin: tiết kiệm pin, sạc pin nhanh, sạc pin không dây"
iphone,iphone 7 128gb cũ,https://didongviet.vn/iphone-7-128gb-quoc-te-like-new,4590000,https://didongviet.vn/pub/media/catalog/product//i/p/iphone-7-like-new-vang-viendidong_1.jpg,"màu trắng, màu hồng, đen bóng, màu đỏ, vàng (gold), đen nhám","công nghệ màn hình: led-backlit ips lcd, độ phân giải: hd (1334 x 750 pixels), màn hình rộng: 4.7 inch, mặt kính cảm ứng: kính oleophobic (ion cường lực)","độ phân giải: 12 mp, quay phim: quay phim 4k 2160p@30fps, đèn flash: 4 đèn led (2 tông màu), chụp ảnh nâng cao: tự động lấy nét, chạm lấy nét, nhận diện khuôn mặt, hdr, panorama, chống rung quang học (ois)","độ phân giải: 7 mp, videocall: hỗ trợ videocall thông qua ứng dụng, thông tin khác: selfie ngược sáng hdr, tự động lấy nét, quay video full hd, nhận diện khuôn mặt, retina flash, panorama","hệ điều hành: ios 10, chipset (hãng sx cpu): apple a10 fusion 4 nhân 64-bit, tốc độ cpu: 2.3 ghz, chip đồ họa (gpu): chip đồ họa 6 nhân","ram: 2 gb, bộ nhớ trong: 128 gb","mạng di động: 3g, 4g lte cat 9, sim: 1 nano sim, wifi: wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi hotspot, gps: a-gps, glonass, bluetooth: v4.2, a2dp, le, cổng kết nối/sạc: lightning, jack tai nghe: không, kết nối khác: air play, nfc, otg, hdmi","dung lượng pin: 1960 mah, loại pin: pin chuẩn li-ion, công nghệ pin: tiết kiệm pin"
iphone,iphone 7 plus 32gb cũ,https://didongviet.vn/iphone-7-plus-32gb-ll-a-quoc-te,5790000,https://didongviet.vn/pub/media/catalog/product//i/p/iphone-7-plus_3.jpg,"màu trắng, màu hồng, đen bóng, vàng (gold), đen nhám","công nghệ màn hình: ips lcd, độ phân giải: full hd (1080 x 1920 pixels), màn hình rộng: 5,5inch, mặt kính cảm ứng: kính oleophobic (ion cường lực)","độ phân giải: 2 camera 12 mp, quay phim: quay phim 4k 2160p@30fps, đèn flash: 4 đèn led (2 tông màu), chụp ảnh nâng cao: tự động lấy nét, chạm lấy nét, nhận diện khuôn mặt, hdr, panorama, chống rung quang học (ois)","độ phân giải: 7 mp, videocall: hỗ trợ videocall thông qua ứng dụng, thông tin khác: tự động lấy nét, nhận diện khuôn mặt, quay video full hd, selfie ngược sáng hdr","hệ điều hành: ios 10, chipset (hãng sx cpu): apple a10 fusion, tốc độ cpu: 4 nhân 64-bit, chip đồ họa (gpu): chip đồ họa 6 nhân","ram: 3gb, bộ nhớ trong: 32gb, bộ nhớ còn lại (khả dụng): khoảng 28gb, thẻ nhớ ngoài: không","mạng di động: 3g, 4g lte cat 9, sim: 1 nano sim, wifi: wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi hotspot, gps: a-gps, glonass, bluetooth: v4.2, a2dp, le, cổng kết nối/sạc: lightning, jack tai nghe: không, kết nối khác: nfc, air play, otg, hdmi","dung lượng pin: 2900 mah, loại pin: pin chuẩn li-ion, công nghệ pin: tiết kiệm pin"
iphone,iphone 7 plus 128gb cũ,https://didongviet.vn/iphone-7-plus-128gb-ll-a-quoc-te,6590000,https://didongviet.vn/pub/media/catalog/product//i/p/iphone-7-plus-128gb_5.jpg,"màu hồng, màu bạc, đen bóng, màu đỏ, vàng (gold), đen nhám","công nghệ màn hình: ips lcd, độ phân giải: full hd (1080 x 1920 pixels), màn hình rộng: 5,5inch, mặt kính cảm ứng: kính oleophobic (ion cường lực)","độ phân giải: 2 camera 12 mp, quay phim: quay phim 4k 2160p@30fps, đèn flash: 4 đèn led (2 tông màu), chụp ảnh nâng cao: tự động lấy nét, chạm lấy nét, nhận diện khuôn mặt, hdr, panorama, chống rung quang học (ois)","độ phân giải: 7 mp, videocall: hỗ trợ videocall thông qua ứng dụng, thông tin khác: tự động lấy nét, nhận diện khuôn mặt, quay video full hd, selfie ngược sáng hdr","hệ điều hành: ios 10, chipset (hãng sx cpu): apple a10 fusion, tốc độ cpu: 4 nhân 64-bit, chip đồ họa (gpu): chip đồ họa 6 nhân","ram: 3gb, bộ nhớ trong: 128gb, thẻ nhớ ngoài: không","mạng di động: 3g, 4g lte cat 9, sim: 1 nano sim, wifi: wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi hotspot, gps: a-gps, glonass, bluetooth: v4.2, a2dp, le, cổng kết nối/sạc: lightning, jack tai nghe: không, kết nối khác: nfc, air play, otg, hdmi","dung lượng pin: 2900 mah, loại pin: pin chuẩn li-ion, công nghệ pin: tiết kiệm pin"
iphone,iphone 7 plus 256gb cũ,https://didongviet.vn/iphone-7-plus-256gb-ll-a-quoc-te-like-new,7190000,https://didongviet.vn/pub/media/catalog/product//i/p/iphone-7-plus-256gb-ll-a-quoc-te-vang-didongviet_2_1_1.jpg,"màu trắng, màu hồng, đen bóng, màu đỏ, vàng (gold), đen nhám","công nghệ màn hình: ips lcd, độ phân giải: full hd (1080 x 1920 pixels), màn hình rộng: 5,5inch, mặt kính cảm ứng: kính oleophobic (ion cường lực)","độ phân giải: 2 camera 12 mp, quay phim: quay phim 4k 2160p@30fps, đèn flash: 4 đèn led (2 tông màu), chụp ảnh nâng cao: tự động lấy nét, chạm lấy nét, nhận diện khuôn mặt, hdr, panorama, chống rung quang học (ois)","độ phân giải: 7 mp, videocall: hỗ trợ videocall thông qua ứng dụng, thông tin khác: tự động lấy nét, nhận diện khuôn mặt, quay video full hd, selfie ngược sáng hdr","hệ điều hành: ios 10, chipset (hãng sx cpu): apple a10 fusion, tốc độ cpu: 4 nhân 64-bit, chip đồ họa (gpu): chip đồ họa 6 nhân","ram: 3gb, bộ nhớ trong: 256gb, thẻ nhớ ngoài: không","mạng di động: 3g, 4g lte cat 9, sim: 1 nano sim, wifi: wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi hotspot, gps: a-gps, glonass, bluetooth: v4.2, a2dp, le, cổng kết nối/sạc: lightning, jack tai nghe: không, kết nối khác: nfc, air play, otg, hdmi","dung lượng pin: 2900 mah, loại pin: pin chuẩn li-ion, công nghệ pin: tiết kiệm pin"
iphone,iphone 8 64gb cũ,https://didongviet.vn/iphone-8-64gb-like-new,4990000,https://didongviet.vn/pub/media/catalog/product//8/-/8-min.jpg,"màu xám, màu trắng, màu đỏ, vàng (gold)","công nghệ màn hình: ips lcd, độ phân giải: 750 x 1334 pixels, màn hình rộng: 4.7 inches","độ phân giải: 12 mp (f/1.8, 28mm), phase detection autofocus, ois, quad-led dual-tone flash, quay phim: 2160p@24/30/60fps, 1080p@30/60/120/240fps, đèn flash: có","độ phân giải: 7 mp, f/2.2","hệ điều hành: ios 11, chipset (hãng sx cpu): apple a11 bionic, tốc độ cpu: hexa-core (2x monsoon + 4x mistral)","ram: 2 gb, bộ nhớ trong: 64 gb","wifi: wi-fi 802.11 a/b/g/n/ac, dual-band, hotspot, gps: yes, with a-gps, glonass, galileo, qzss, bluetooth: 5.0, a2dp, le",dung lượng pin: 1821 mah
iphone,iphone 8 plus 64gb cũ,https://didongviet.vn/iphone-8-plus-64gb-ll-a-quoc-te-cu-like-new,7390000,https://didongviet.vn/pub/media/catalog/product//8/p/8p-min_1.jpg,"màu xám, màu trắng, vàng (gold), màu đỏ","công nghệ màn hình: ips lcd, độ phân giải: full hd (1080 x 1920 pixels), màn hình rộng: 5.5"", mặt kính cảm ứng: kính oleophobic (ion cường lực)","độ phân giải: 2 camera 12 mp, quay phim: quay phim 4k 2160p@60fps, đèn flash: 4 đèn led (2 tông màu), chụp ảnh nâng cao: lấy nét dự đoán, chụp ảnh xóa phông, tự động lấy nét, chạm lấy nét, nhận diện khuôn mặt, hdr, panorama, chống rung quang học (ois)","độ phân giải: 7 mp, videocall: có, thông tin khác: camera góc rộng, selfie ngược sáng hdr, nhận diện khuôn mặt, quay video full hd","hệ điều hành: ios 11, chipset (hãng sx cpu): apple a11 bionic, chip đồ họa (gpu): apple gpu (three-core graphics)","ram: 3 gb, bộ nhớ trong: 64 gb, bộ nhớ còn lại (khả dụng): đang cập nhật, thẻ nhớ ngoài: không","mạng di động: 3g, 4g lte cat 16, sim: 1 nano sim, wifi: wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi hotspot, gps: a-gps, glonass, bluetooth: v5.0, a2dp, le, edr, cổng kết nối/sạc: lightning, jack tai nghe: không, kết nối khác: nfc, otg","dung lượng pin: 2691 mah, loại pin: pin chuẩn li-ion, công nghệ pin: sạc pin nhanh, sạc pin không dây, tiết kiệm pin"
iphone,iphone 8 plus 256gb cũ,https://didongviet.vn/iphone-8-plus-256gb-ll-a-quoc-te-like-new,8990000,https://didongviet.vn/pub/media/catalog/product//i/p/iphone-8-plus-didongviet_1_4.jpg,"màu xám, màu đỏ, vàng (gold), màu bạc","công nghệ màn hình: ips lcd, độ phân giải: full hd (1080 x 1920 pixels), màn hình rộng: 5.5"", mặt kính cảm ứng: kính oleophobic (ion cường lực)","độ phân giải: 2 camera 12 mp, quay phim: quay phim 4k 2160p@60fps, đèn flash: 4 đèn led (2 tông màu), chụp ảnh nâng cao: lấy nét dự đoán, chụp ảnh xóa phông, tự động lấy nét, chạm lấy nét, nhận diện khuôn mặt, hdr, panorama, chống rung quang học (ois)","độ phân giải: 7 mp, videocall: có, thông tin khác: camera góc rộng, selfie ngược sáng hdr, nhận diện khuôn mặt, quay video full hd","hệ điều hành: ios 11, chipset (hãng sx cpu): apple a11 bionic, chip đồ họa (gpu): apple gpu (three-core graphics)","ram: 3 gb, bộ nhớ trong: 256 gb, bộ nhớ còn lại (khả dụng): đang cập nhật, thẻ nhớ ngoài: không","mạng di động: 3g, 4g lte cat 16, sim: 1 nano sim, wifi: wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi hotspot, gps: a-gps, glonass, bluetooth: v5.0, a2dp, le, edr, cổng kết nối/sạc: lightning, jack tai nghe: không, kết nối khác: nfc, otg","dung lượng pin: 2691 mah, loại pin: pin chuẩn li-ion, công nghệ pin: sạc pin nhanh, sạc pin không dây, tiết kiệm pin"
