name,url,price,ram,rom,image,category
masstel fami hapi10,https://viettelstore.vn/dien-thoai/masstel-fami-hapi10-pid144407.html,990000,2gb,16gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/hapi10-black.jpg,other
oppo a94,https://viettelstore.vn/dien-thoai/oppo-a94-pid186207.html,7690000,8 gb,128 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/oppo-a94-pur-11.jpg,oppo
vivo y12s,https://viettelstore.vn/dien-thoai/vivo-y12s-pid195675.html,3190000,3gb,32gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/vivo-y12s-bla-1.jpg,vivo
samsung galaxy a71,https://viettelstore.vn/dien-thoai/samsung-galaxy-a71-pid143969.html,6990000,8 gb,128 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/1.-a71_sliver.jpg,samsung
xiaomi redmi note 9 pro 6/64gb,https://viettelstore.vn/dien-thoai/xiaomi-redmi-note-9-pro-6-64gb-pid149983.html,5490000,6 gb,64 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/redmi-note-9-pro-6-grey.jpg,xiaomi
xiaomi mi 11 5g 8/256gb,https://viettelstore.vn/dien-thoai/xiaomi-mi-11-8-256gb-pid182256.html,19990000,8gb,256gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/xiaomi-mi-11-(12-256gb)-2.jpg,xiaomi
oppo a54,https://viettelstore.vn/dien-thoai/oppo-a54-pid181174.html,4690000,4gb,128gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/oppo-a54-blu-1.jpg,oppo
iphone 12 pro max 512gb,https://viettelstore.vn/dien-thoai/iphone-12-pro-max-512gb-pid159263.html,37990000,6gb,512gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/iphone%2012%20pro%20-pro%20max-blu-1433881914.jpg,iphone
samsung galaxy a01,https://viettelstore.vn/dien-thoai/samsung-galaxy-a01-pid143975.html,2290000,2 gb,16 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/a01.jpg,samsung
xiaomi redmi note 10 6/128gb,https://viettelstore.vn/dien-thoai/xiaomi-redmi-note-10-pid182722.html,5490000,6gb,128gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/xiaomi-redmi-note-10-gree-1.jpg,xiaomi
nokia 5.4 4gb/128gb,https://viettelstore.vn/dien-thoai/nokia-5-4-4gb-128gb-pid179647.html,3690000,4 gb,128 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/nokia-5.4-blu-1.jpg,nokia
realme 6 (4gb/128gb),https://viettelstore.vn/dien-thoai/realme-6-4gb-128gb-pid147072.html,5490000,4 gb,128 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/realme-6-whit-1.jpg,realme
realme 6 (8gb/128gb),https://viettelstore.vn/dien-thoai/realme-6-8gb-128gb-pid148429.html,5990000,8 gb,128 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/realme-6-blu-1.jpg,realme
xiaomi redmi 9 4/64gb,https://viettelstore.vn/dien-thoai/xiaomi-redmi-9-4-64gb-pid179419.html,3290000,4gb,64gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/redmi-9-4-64-purl-1.jpg,xiaomi
oppo find x2 5g,https://viettelstore.vn/dien-thoai/oppo-find-x2-pid145474.html,23990000,12gb,256gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/lg-5g-oppo-find-x2.jpg,oppo
vsmart star 5 3/32gb,https://viettelstore.vn/dien-thoai/vsmart-star-5-3-32gb-pid186286.html,2690000,3gb,32gb ,https://cdn1.viettelstore.vn/images/product/productimage/medium/vsmart-star-5-bla-1.jpg,vsmart
oppo a31 6gb/128gb,https://viettelstore.vn/dien-thoai/oppo-a31-6gb-128gb-pid147511.html,3810000,6 gb,128 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/1665923038565425283.jpeg,oppo
samsung galaxy s20 ultra,https://viettelstore.vn/dien-thoai/samsung-galaxy-s20-ultra-pid144826.html,19990000,12 gb,128 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/care-galaxy%20s20%20ultra-grey-1.jpg,samsung
oppo a31 4gb/128gb,https://viettelstore.vn/dien-thoai/oppo-a31-4gb-128gb-pid146001.html,3290000,4gb,128gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/xanh836499493.jpg,oppo
vsmart star 3,https://viettelstore.vn/dien-thoai/vsmart-star-3-pid145676.html,1590000,2gb (ddr3),16 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/1vsmart-star-3.jpg,vsmart
vivo u10,https://viettelstore.vn/dien-thoai/vivo-u10-pid144620.html,3290000,4 gb,64 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/vivo%20u10-blu-1.jpg,vivo
nokia 8.3-5g,https://viettelstore.vn/dien-thoai/nokia-8-3-5g-pid158003.html,9500000,nan,ram/rom: 8/128gb2 | thẻ nhớ microsd hỗ trợ lên tới 400gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/lg-5g-nokia-8.3-1.jpg,nokia
itel it2171,https://viettelstore.vn/dien-thoai/itel-it2171-pid137490.html,230000,nan,nan,https://cdn1.viettelstore.vn/images/product/productimage/medium/22053461605.jpg,other
itel 5025,https://viettelstore.vn/dien-thoai/itel-5025-pid142825.html,260000,nan,32 mb,https://cdn1.viettelstore.vn/images/product/productimage/medium/itel-it5025-blue-2-400x460.png,other
oppo a5 2020 4gb-128gb,https://viettelstore.vn/dien-thoai/oppo-a5-2020-4gb-128gb-pid141450.html,3090000,4 gb,128 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/trang1849068855.jpg,oppo
iphone 12 pro max 128gb,https://viettelstore.vn/dien-thoai/iphone-12-pro-max-128gb-pid159099.html,29490000,6gb,128gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/iphone%2012%20pro%20-pro%20max-blu-1.jpg,iphone
iphone 12 64gb,https://viettelstore.vn/dien-thoai/iphone-12-pid145802.html,19990000,4gb,64 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/iphone%2012-mini-gree-1.jpg,iphone
realme 5i 4gb-64gb,https://viettelstore.vn/dien-thoai/realme-5i-4gb-64gb-pid144235.html,3290000, 4 gb,64 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/637142747589081245_realme-5i-blue-1.png.jpg,realme
realme 5i 3gb-32gb,https://viettelstore.vn/dien-thoai/realme-5i-3gb-32gb-pid146021.html,3290000,3 gb,32 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/637142747588768746_realme-5i-green-1.png423864956.jpg,realme
vivo y11,https://viettelstore.vn/dien-thoai/vivo-y11-pid141970.html,2890000,3 gb,32 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/y11.jpg,vivo
iphone 11 pro 256gb,https://viettelstore.vn/dien-thoai/iphone-11-pro-256gb-pid141881.html,24990000,4 gb,256 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/iphone%2011%20pro-gol-11921950394.jpg,iphone
oppo reno3 pro,https://viettelstore.vn/dien-thoai/oppo-reno3-pro-pid147071.html,6990000,8gb,256gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/den1175081593.jpg,oppo
oppo reno2 f,https://viettelstore.vn/dien-thoai/oppo-reno-2f-pid140915.html,8990000,8 gb,128 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/637063038223413617_oppo-reno2-f-xanh-1-1.png,oppo
oppo a53,https://viettelstore.vn/dien-thoai/oppo-a53-pid155366.html,4090000,4gb,128gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/oppo%20a53-bla-1.jpg,oppo
realme c17,https://viettelstore.vn/dien-thoai/realme-c17-pid163648.html,5090000,6gb,128gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/realme%20c17-blu-1.jpg,realme
realme 5 pro 8gb-128gb,https://viettelstore.vn/dien-thoai/realme-5-pro-8gb-128gb-pid141690.html,3850000,8 gb,128 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/realme-5-pro-8gb-green-400x460.png,realme
realme 5 pro 4gb-128gb,https://viettelstore.vn/dien-thoai/realme-5-pro-4gb-128gb-pid140682.html,3300000,4 gb,128 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/637039045830366593_realme-5-pro-blue-1.png,realme
iphone 12 pro 256gb,https://viettelstore.vn/dien-thoai/iphone-12-pro-256gb-pid159260.html,28990000,6gb,256gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/iphone%2012%20pro%20-pro%20max-grap-1.jpg,iphone
iphone 12 mini 64gb,https://viettelstore.vn/dien-thoai/iphone-12-mini-64gb-pid159096.html,16490000,4 gb,64gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/iphone%2012-mini-red-1.jpg,iphone
vivo v20 se,https://viettelstore.vn/dien-thoai/vivo-v20-se-pid160470.html,7190000,8gb,128gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/1vivo-v20-se-bla-1.jpg,vivo
xiaomi redmi note 8 pro 6/64gb,https://viettelstore.vn/dien-thoai/xiaomi-redmi-note-8-pro-6-64gb-pid141278.html,5490000,6 gb,64 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/up-anh-bh-18-thang575715687.jpg,xiaomi
samsung galaxy s20+,https://viettelstore.vn/dien-thoai/samsung-galaxy-s20-pid144827.html,15490000,8 gb,128 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/care-galaxy%20s20%20plus-blu-1.jpg,samsung
samsung galaxy z fold 2 5g đặc biệt,https://viettelstore.vn/dien-thoai/samsung-galaxy-z-fold-2-5g-dac-biet-pid179443.html,50000000,nan,nan,https://cdn1.viettelstore.vn/images/product/productimage/medium/ss%20galaxy%20z%20fold%202%20db.jpg,samsung
iphone xr 128gb,https://viettelstore.vn/dien-thoai/iphone-xr-128gb-pid131659.html,13290000,3 gb,128 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/41021455283.jpg,iphone
iphone 12 pro 512gb,https://viettelstore.vn/dien-thoai/iphone-12-pro-512gb-pid159261.html,36990000,6gb,512gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/iphone%2012%20pro%20-pro%20max-gol-1.jpg,iphone
iphone 12 mini 128gb,https://viettelstore.vn/dien-thoai/iphone-12-mini-128gb-pid159165.html,17990000,4 gb,128gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/iphone%2012-mini-bla-1.jpg,iphone
samsung galaxy s20 fe (fan edition),https://viettelstore.vn/dien-thoai/samsung-galaxy-s20-fe-pid157478.html,15990000,8gb,128gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/care-ss-s20-fe-lavender-1.jpg,samsung
nokia 105 ss (2019),https://viettelstore.vn/dien-thoai/nokia-105-ss-2019-pid141352.html,370000,4mb,4mb,https://cdn1.viettelstore.vn/images/product/productimage/medium/637052619080188510_nokia-105-2019-xanh-1.png,nokia
xiaomi redmi note 8 4/64gb,https://viettelstore.vn/dien-thoai/xiaomi-redmi-note-8-4-64gb-pid141276.html,4490000,4 gb,64 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/redmi-note-8-3-32-4-64-bla1799397052.jpg,xiaomi
vsmart star 4 2gb-16gb,https://viettelstore.vn/dien-thoai/vsmart-star-4-2gb-16gb-pid152081.html,2050000,2gb,16gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/18m-star4-blu.jpg,vsmart
vsmart star 4 3gb-32gb,https://viettelstore.vn/dien-thoai/vsmart-star-4-3gb-32gb-pid151365.html,2490000,3gb,32gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/18m-star4-blac.jpg,vsmart
itel 6131,https://viettelstore.vn/dien-thoai/itel-6131-pid180051.html,400000,8mb,8mb,https://cdn1.viettelstore.vn/images/product/productimage/medium/itel-6131-blu.jpg,other
masstel x1,https://viettelstore.vn/dien-thoai/masstel-x1-pid136535.html,690000,1 gb,8 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/1307874365.jpg,other
nokia 5.3 3gb-64gb,https://viettelstore.vn/dien-thoai/nokia-5-3-3gb-6gb-pid148857.html,2790000,3 gb,64 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/11766844179.jpg,nokia
vivo s1 pro,https://viettelstore.vn/dien-thoai/vivo-s1-pro-pid143042.html,6990000,8 gb					,128 gb	,https://cdn1.viettelstore.vn/images/product/productimage/medium/13197926802113040965.png,vivo
iphone 11 pro max 256gb,https://viettelstore.vn/dien-thoai/iphone-11-pro-max-256gb-pid141886.html,24990000,4 gb,256 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/iphone%2011%20pro-gree-1494420639.jpg,iphone
samsung galaxy note20 ultra,https://viettelstore.vn/dien-thoai/samsung-galaxy-note-20-ultra-pid151677.html,24990000,8gb,256gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/care-ss-note20-ultra-white-1.jpg,samsung
samsung galaxy z fold 2,https://viettelstore.vn/dien-thoai/samsung-galaxy-z-fold-2-pid155565.html,48000000,12 gb,256 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/galaxy%20z%20fold%202-1.jpg,samsung
iphone 11 64gb,https://viettelstore.vn/dien-thoai/iphone-11-pid139896.html,15990000,4 gb,64 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/iphone%2011-red-1.jpg,iphone
realme c3i 2gb-32gb,https://viettelstore.vn/dien-thoai/realme-c3i-2gb-32gb-pid147739.html,2000000,2 gb,32 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/xanh1358643716.jpg,realme
oppo a12 4gb/64gb,https://viettelstore.vn/dien-thoai/oppo-a12-4gb-64gb-pid148810.html,2990000,4 gb,64 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/xanh1123395954.jpg,oppo
iphone 11 pro 64gb,https://viettelstore.vn/dien-thoai/iphone-11-pro-pid140546.html,24990000,4 gb,64 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/iphone%2011%20pro-gree-1.jpg,iphone
iphone 12 pro 128gb,https://viettelstore.vn/dien-thoai/iphone-12-pro-128gb-pid159098.html,26990000,6gb,128gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/iphone%2012%20pro%20-pro%20max-silv-1.jpg,iphone
samsung galaxy s10+ 512gb,https://viettelstore.vn/dien-thoai/samsung-galaxy-s10-512gb-pid133869.html,17990000,8 gb,512 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/ss%20s10plus%20512gb-bla-1.jpg,samsung
masstel izi 280,https://viettelstore.vn/dien-thoai/masstel-izi-280-pid132207.html,300000,nan,nan,https://cdn1.viettelstore.vn/images/product/productimage/medium/2612326389.jpg,other
iphone 12 128gb,https://viettelstore.vn/dien-thoai/iphone-12-128gb-pid159094.html,21790000,4gb,128gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/iphone%2012-mini-blu-1.jpg,iphone
xiaomi mi note 10 lite 8/128gb,https://viettelstore.vn/dien-thoai/xiaomi-mi-note-10-lite-8-128gb-pid148999.html,9990000,8 gb,128 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/note-10-lite537208064.jpg,xiaomi
nokia 6300 4g,https://viettelstore.vn/dien-thoai/nokia-6300-4g-pid162588.html,1290000,512mb,4gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/nokia%206300%204g-grey-1.jpg,nokia
iphone 11 pro max 64gb,https://viettelstore.vn/dien-thoai/iphone-11-pro-max-64gb-pid140547.html,28990000,4 gb,64 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/iphone%2011%20pro-gol-12118638686.jpg,iphone
vivo y20s,https://viettelstore.vn/dien-thoai/vivo-y20s-pid156953.html,4990000,6gb,128gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/y20s-bla-1.jpg,vivo
oppo a52,https://viettelstore.vn/dien-thoai/oppo-a52-pid156784.html,5290000,6gb,128gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/oppo%20a52-bla-1.jpg,oppo
oppo a12 3gb/32gb,https://viettelstore.vn/dien-thoai/oppo-a12-3gb-32gb-pid148809.html,2690000,3 gb,32 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/bac-480x480.jpg,oppo
samsung galaxy note20 ultra 5g,https://viettelstore.vn/dien-thoai/samsung-galaxy-note-20-ultra-5g-pid153597.html,27990000,12gb,256gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/lg-5g-ss-note20-ultra5g-copper-1.jpg,samsung
iphone 12 pro max 256gb,https://viettelstore.vn/dien-thoai/iphone-12-pro-max-256gb-pid159262.html,32290000,6gb,256gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/iphone%2012%20pro%20-pro%20max-gol-11516714723.jpg,iphone
vsmart joy 2+ (3+32gb),https://viettelstore.vn/dien-thoai/vsmart-joy-2-3-32gb-pid146819.html,2490000,3 gb,32gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/1vsmart-joy-2-(3-32gb).jpg,vsmart
wiko jerry 4,https://viettelstore.vn/dien-thoai/wiko-jerry-4-pid136623.html,1590000,1 gb,16 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/1425987384.jpg,other
wiko view 3 lite,https://viettelstore.vn/dien-thoai/wiko-view-3-lite-pid138516.html,2490000,2 gb,32 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/1647838933.jpg,other
wiko sunny 4 plus,https://viettelstore.vn/dien-thoai/wiko-sunny-4-plus-pid138517.html,1490000,1 gb,16 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/21800877729.jpg,other
wiko sunny 4 32gb,https://viettelstore.vn/dien-thoai/wiko-sunny-4-32gb-pid146428.html,1190000,1 gb,32 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/283578537597346771.png,other
đtdđ wiko sunny 4,https://viettelstore.vn/dien-thoai/dtdd-wiko-sunny-4-gold-pid139926.html,1090000,1 gb,16 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/untitledxanh.png,other
samsung galaxy note 10+,https://viettelstore.vn/dien-thoai/samsung-galaxy-note-10-plus-pid138033.html,26990000,12 gb,256 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/1care-ss%20note%2010plus-bla-1.jpg,samsung
samsung galaxy s20,https://viettelstore.vn/dien-thoai/samsung-galaxy-s20-pid144828.html,21490000,8 gb,128 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/care-galaxy%20s20-grey-1.jpg,samsung
nokia 2720,https://viettelstore.vn/dien-thoai/nokia-2720-pid140990.html,1890000,512 mb,4 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/637036478411011300_nokia-2720-1.png,nokia
samsung galaxy note 10,https://viettelstore.vn/dien-thoai/samsung-galaxy-note-10-pid132078.html,22990000,8 gb,256 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/note10-den.jpg,samsung
masstel fami s2,https://viettelstore.vn/dien-thoai/masstel-fami-s2-pid138032.html,550000,32 mb,32 mb,https://cdn1.viettelstore.vn/images/product/productimage/medium/1823661920.jpg,other
iphone 11 256gb,https://viettelstore.vn/dien-thoai/iphone-11-256gb-pid141876.html,23990000,4 gb,256 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/iphone%2011-gree-1.jpg,iphone
samsung galaxy a11,https://viettelstore.vn/dien-thoai/samsung-galaxy-a11-pid147159.html,2790000,3 gb,32 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/a115-up%20anh%20nc4g.jpg,samsung
samsung galaxy a31,https://viettelstore.vn/dien-thoai/samsung-galaxy-a31-pid147078.html,5490000,6 gb,128 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/a315-up%20anh%20nc4g.jpg,samsung
nokia c2,https://viettelstore.vn/dien-thoai/nokia-c2-pid148381.html,1590000,1 gb,16 gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/1348432939.jpg,nokia
samsung galaxy z flip,https://viettelstore.vn/dien-thoai/samsung-galaxy-z-flip-pid145146.html,36000000,8 gb,256gb,https://cdn1.viettelstore.vn/images/product/productimage/medium/ss%20z%20flip-bla-1.jpg,samsung
